#ZVView-data-copy:  30-May-2023 22:21:15
#=======================================
#
#name:   47-AG-107(N,G)47-AG-108-G,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  4
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       2.53e-8            0         33.1        1.655  # 1988,F.De Corte+         ## 23488044  #dY:5.0%   
         0.024            0          1.1        0.187  # 1951,V.Hummel+           ## 11010011  #dY:17.0%  
         0.024            0         0.93         0.18  # 1957,R.L.Macklin+        ## 11399029  #dY:19.4%  
         0.024            0         0.84         0.09  # 1965,A.K.Chaubey+        ## 30063003  #dY:10.7%  
//
#-------------------------------------------------------------------------------
#
#name:   47-AG-107(N,G)47-AG-108,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  83
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         13.65         0.05       0.0073    0.0007008  # 1998,Y.Kasugai+          ## 22433024  #dY:9.6%   
         13.88         0.05       0.0072      0.00072  # 1998,Y.Kasugai+          ## 22433024  #dY:10.0%  
         14.28         0.05       0.0079     0.000869  # 1998,Y.Kasugai+          ## 22433024  #dY:11.0%  
         14.58         0.05       0.0074     0.000814  # 1998,Y.Kasugai+          ## 22433024  #dY:11.0%  
          14.6          0.3       0.0075       0.0003  # 2008,H.M.Agrawal+        ## 23031008  #dY:4.0%   
          14.7         0.25       0.0108       0.0029  # 1971,I.Wagner+           ## 21426009  #dY:26.9%  
          14.8         0.25        0.015        0.002  # 1971,R.Prasad+           ## 30336033  #dY:13.3%  
         14.87         0.05       0.0073     0.000803  # 1998,Y.Kasugai+          ## 22433024  #dY:11.0%  
//
#-------------------------------------------------------------------------------
#
#name:   JEFF-3.3: AG-107(N,2N+P)PD-105
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  18
#data...
#            X            Y
#          MeV        barns
       15.4939            0 
            16  1.32295e-16 
            17  7.47586e-10 
            18   9.18083e-7 
            19   3.47023e-5 
            20  0.000522202 
            21   0.00310606 
            22    0.0104018 
            23    0.0233851 
            24    0.0400101 
            25    0.0588974 
            26    0.0768211 
            27    0.0926556 
            28     0.107755 
            29     0.120359 
            30     0.130294 
            30            0 
           200            0 
//
#-------------------------------------------------------------------------------
#
#name:   JEFF-3.3: AG-107(N,3N+P)PD-104
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  11
#data...
#            X            Y
#          MeV        barns
        22.655            0 
            23  8.49811e-15 
            24  2.89439e-10 
            25   2.16587e-7 
            26   2.65484e-5 
            27  0.000412846 
            28   0.00232799 
            29   0.00604823 
            30    0.0111571 
            30            0 
           200            0 
//
#-------------------------------------------------------------------------------
#
#name:   JEFF-3.3: AG-107(N,N+2P)RH-105
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  16
#data...
#            X            Y
#          MeV        barns
       15.2768            0 
            18  2.81278e-19 
            19  4.95671e-16 
            20  1.50682e-13 
            21  1.69238e-11 
            22  4.61352e-10 
            23   6.36799e-9 
            24    5.4629e-8 
            25   3.06131e-7 
            26   1.22087e-6 
            27   3.92956e-6 
            28   1.05357e-5 
            29   2.41351e-5 
            30   4.82269e-5 
            30            0 
           200            0 
//
#-------------------------------------------------------------------------------
#
#name:   JEFF-3.3: AG-107(N,N+P+A)RU-102
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  20
#data...
#            X            Y
#          MeV        barns
       9.10266            0 
          14.5  6.98163e-20 
            15  4.49691e-18 
            16  2.75597e-15 
            17  4.03498e-13 
            18  2.02828e-11 
            19  3.36526e-10 
            20     2.764e-9 
            21   1.52447e-8 
            22   7.51103e-8 
            23   2.42568e-7 
            24   8.91623e-7 
            25   2.81324e-6 
            26   7.98005e-6 
            27   2.08251e-5 
            28   4.75128e-5 
            29   9.43237e-5 
            30   0.00017068 
            30            0 
           200            0 
//
#-------------------------------------------------------------------------------
#
#name:   JEFF-3.3: AG-107(N,G)AG-108
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  68568
#data...
#            X            Y
#          MeV        barns
         1e-11      1779.76 
   1.10304e-11      1694.59 
   1.21669e-11       1613.5 
   1.34206e-11       1536.3 
   1.48034e-11      1462.78 
   1.63287e-11      1392.79 
   1.80111e-11      1326.14 
   1.98669e-11      1262.68 
   2.19139e-11      1202.26 
   2.41719e-11      1144.73 
   2.66625e-11      1089.96 
   2.94097e-11       1037.8 
     3.244e-11       988.14 
   3.57825e-11      940.856 
   3.94694e-11      895.835 
   4.35362e-11      852.968 
   4.80221e-11      812.152 
   5.29701e-11      773.289 
    5.8428e-11      736.286 
   6.44483e-11      701.053 
   7.10888e-11      667.506 
   7.84136e-11      635.565 
   8.64931e-11      605.152 
   9.54051e-11      576.194 
   1.05235e-10      548.622 
   1.16078e-10      522.369 
   1.28039e-10      497.372 
   1.41231e-10      473.571 
   1.55784e-10      450.909 
   1.71835e-10      429.332 
    1.8954e-10      408.787 
    2.0907e-10      389.225 
   2.30612e-10      370.599 
   2.54374e-10      352.864 
   2.80584e-10      335.978 
   3.09494e-10      319.899 
   3.41383e-10       304.59 
   3.76558e-10      290.014 
   4.15358e-10      276.134 
   4.58155e-10      262.919 
   5.05362e-10      250.337 
   5.57433e-10      238.356 
   6.14869e-10      226.948 
   6.78223e-10      216.086 
   7.48105e-10      205.744 
   8.25188e-10      195.896 
   9.10213e-10       186.52 
      1.004e-9      177.592 
    1.10745e-9      169.091 
    1.22155e-9      160.997 
    1.34742e-9       153.29 
    1.48625e-9      145.952 
    1.63939e-9      138.964 
    1.80831e-9      132.311 
    1.99463e-9      125.976 
    2.20016e-9      119.944 
    2.42685e-9        114.2 
    2.67691e-9      108.731 
    2.95273e-9      103.524 
    3.25697e-9      98.5654 
    3.59256e-9      93.8438 
    3.96272e-9      89.3479 
    4.37103e-9       85.067 
    4.82141e-9      80.9906 
    5.31819e-9      77.1092 
    5.86616e-9      73.4134 
    6.47059e-9      69.8946 
     7.1373e-9      66.5444 
    7.87271e-9      63.3547 
    8.68389e-9      60.3178 
    9.57865e-9      57.4258 
    1.05656e-8      54.6714 
    1.16543e-8      52.0477 
    1.28551e-8      49.5487 
    1.41796e-8      47.1692 
    1.56406e-8      44.9035 
    1.72522e-8       42.745 
    1.90298e-8       40.688 
    2.09906e-8      38.7276 
    2.31534e-8      36.8604 
    2.52419e-8      35.2909 
       2.53e-8      35.2501 
    2.79068e-8      33.5512 
    3.07823e-8      31.9328 
     3.3954e-8      30.3891 
    3.74525e-8      28.9169 
    4.13115e-8      27.5142 
    4.55681e-8      26.1784 
    5.02633e-8      24.9075 
    5.54423e-8       23.699 
    6.11549e-8      22.5463 
    6.74561e-8      21.4446 
    7.44066e-8      20.3939 
    8.20732e-8      19.3927 
    9.05297e-8      18.4385 
    9.98577e-8      17.5291 
    1.10147e-7      16.6627 
    1.21496e-7      15.8394 
    1.34014e-7      15.0526 
    1.47823e-7      14.2997 
    1.63054e-7      13.5814 
    1.79855e-7      12.8963 
    1.98386e-7      12.2426 
    2.18827e-7      11.6204 
    2.41375e-7      11.0251 
    2.66245e-7      10.4559 
    2.93678e-7      9.91224 
    3.23938e-7      9.39296 
     3.5483e-7      8.93285 
    3.94132e-7      8.42601 
    4.34743e-7      7.97197 
    4.79537e-7      7.53798 
    5.25268e-7      7.15182 
    5.75332e-7      6.78146 
    6.30198e-7       6.4259 
    6.90262e-7      6.08478 
    7.56088e-7      5.75719 
    8.28152e-7      5.44547 
    9.00773e-7      5.16585 
    9.79764e-7      4.89659 
     1.0732e-6      4.61601 
    1.17549e-6      4.34739 
    1.27857e-6      4.10886 
    1.39068e-6      3.87952 
    1.51264e-6      3.65892 
    1.64528e-6      3.44739 
    1.81481e-6      3.21147 
    1.97395e-6      3.01769 
    2.13211e-6      2.84709 
    2.28682e-6      2.69782 
    2.45275e-6      2.55404 
    2.64915e-6      2.40207 
    2.86141e-6      2.25717 
    3.06904e-6      2.13092 
    3.29172e-6      2.01042 
    3.53057e-6      1.89526 
    3.78675e-6      1.78578 
    4.03306e-6      1.69304 
    4.29561e-6      1.60328 
    4.57503e-6      1.51894 
    4.87286e-6      1.43908 
    5.18982e-6      1.36487 
    5.48895e-6      1.30279 
    5.80533e-6      1.24496 
    6.13994e-6      1.19151 
    6.49383e-6       1.1427 
    6.86813e-6      1.09923 
    7.21347e-6      1.06594 
     7.5758e-6      1.03742 
    7.95672e-6       1.0142 
    8.29826e-6     0.999466 
    8.65446e-6      0.99035 
    8.96904e-6     0.987727 
    9.29551e-6     0.990747 
    9.62661e-6      1.00032 
    9.90015e-6      1.01371 
    1.01815e-5      1.03331 
    1.04708e-5      1.06048 
    1.06934e-5      1.08695 
    1.09202e-5      1.11953 
    1.11524e-5      1.16001 
     1.1389e-5      1.20951 
    1.15497e-5      1.24875 
    1.17126e-5      1.29387 
    1.18778e-5      1.34587 
    1.20454e-5        1.406 
    1.22154e-5      1.47577 
    1.23877e-5      1.55712 
    1.25188e-5       1.6273 
    1.26511e-5      1.70657 
    1.27846e-5      1.79629 
    1.29194e-5        1.898 
    1.30561e-5      2.01543 
    1.31941e-5      2.15081 
    1.32865e-5      2.25241 
    1.33803e-5      2.36572 
     1.3474e-5      2.49074 
     1.3569e-5      2.63117 
    1.36641e-5      2.78732 
    1.37605e-5      2.96418 
    1.38569e-5      3.16264 
    1.39302e-5      3.33024 
    1.40035e-5       3.5143 
    1.40771e-5      3.71801 
    1.41515e-5      3.94539 
    1.42258e-5      4.19781 
    1.43009e-5      4.48175 
    1.43763e-5      4.80093 
    1.44517e-5      5.15973 
    1.45026e-5      5.42848 
    1.45536e-5      5.72143 
    1.46046e-5      6.04153 
    1.46556e-5      6.39211 
    1.47072e-5      6.78279 
    1.47589e-5      7.21369 
    1.48106e-5      7.69054 
    1.48623e-5      8.22014 
    1.49147e-5       8.8194 
    1.49541e-5      9.31597 
    1.49934e-5      9.85847 
    1.50327e-5      10.4528 
     1.5072e-5      11.1058 
    1.51119e-5      11.8362 
    1.51517e-5      12.6449 
    1.51916e-5      13.5438 
    1.52315e-5      14.5466 
    1.52713e-5      15.6703 
    1.52978e-5      16.4935 
    1.53242e-5      17.3827 
    1.53506e-5       18.349 
     1.5377e-5      19.4015 
    1.54034e-5      20.5509 
    1.54298e-5      21.8094 
    1.54561e-5      23.1914 
    1.54825e-5      24.7138 
    1.55056e-5      26.1753 
    1.55253e-5      27.5357 
    1.55451e-5      29.0087 
    1.55648e-5      30.6075 
    1.55846e-5      32.3471 
    1.56043e-5      34.2447 
    1.56241e-5      36.3206 
    1.56438e-5      38.5982 
    1.56618e-5      40.8667 
    1.56779e-5      43.0902 
    1.56941e-5       45.507 
    1.57103e-5      48.1408 
    1.57264e-5      51.0188 
    1.57426e-5      54.1732 
    1.57587e-5      57.6414 
    1.57749e-5       61.468 
    1.57893e-5      65.2126 
    1.58018e-5      68.7899 
    1.58144e-5      72.6837 
     1.5827e-5       76.934 
    1.58395e-5      81.5874 
    1.58521e-5      86.6988 
    1.58647e-5      92.3328 
    1.58772e-5      98.5661 
    1.58889e-5       104.97 
    1.58997e-5      111.484 
    1.59104e-5      118.659 
    1.59212e-5      126.587 
     1.5932e-5      135.378 
    1.59427e-5      145.158 
    1.59508e-5      153.229 
    1.59589e-5      162.011 
     1.5967e-5      171.581 
    1.59751e-5      182.027 
    1.59831e-5      193.446 
    1.59912e-5      205.944 
    1.59993e-5      219.639 
    1.60074e-5      234.656 
    1.60163e-5      253.059 
    1.60235e-5      269.214 
    1.60307e-5      286.758 
    1.60379e-5      305.804 
    1.60451e-5       326.47 
    1.60523e-5      348.872 
    1.60594e-5      373.128 
    1.60666e-5      399.353 
    1.60738e-5      427.659 
     1.6081e-5      458.147 
    1.60882e-5      490.911 
    1.60953e-5      526.027 
    1.61025e-5      563.555 
    1.61097e-5      603.532 
    1.61205e-5      668.104 
    1.61312e-5      738.105 
     1.6142e-5      813.252 
    1.61528e-5      893.053 
    1.61672e-5      1005.41 
    1.62066e-5      1328.29 
     1.6221e-5      1439.95 
    1.62318e-5      1517.49 
    1.62426e-5      1587.64 
    1.62517e-5      1640.12 
    1.62609e-5      1684.96 
    1.62706e-5      1723.12 
    1.62813e-5      1753.28 
    1.62921e-5      1769.73 
    1.62997e-5      1772.81 
    1.63078e-5      1768.24 
    1.63176e-5      1752.11 
    1.63273e-5         1725 
    1.63366e-5      1689.02 
     1.6346e-5      1644.13 
    1.63567e-5      1582.48 
    1.63675e-5      1511.85 
    1.63819e-5      1406.79 
    1.63962e-5      1293.34 
    1.64321e-5      1000.35 
    1.64465e-5      888.599 
    1.64573e-5      809.267 
     1.6468e-5      734.574 
    1.64788e-5      664.995 
    1.64896e-5      600.798 
    1.64968e-5       561.04 
    1.65039e-5      523.706 
    1.65111e-5      488.759 
    1.65183e-5      456.138 
    1.65255e-5      425.768 
    1.65327e-5      397.559 
    1.65398e-5      371.409 
     1.6547e-5       347.21 
    1.65542e-5      324.847 
    1.65614e-5      304.208 
    1.65686e-5      285.175 
    1.65758e-5      267.635 
    1.65838e-5      249.549 
    1.65919e-5      233.062 
       1.66e-5      218.028 
    1.66081e-5      204.314 
    1.66161e-5      191.795 
    1.66231e-5      181.822 
    1.66318e-5      170.559 
    1.66404e-5      160.301 
     1.6649e-5      150.943 
    1.66576e-5       142.39 
    1.66662e-5      134.557 
    1.66748e-5      127.368 
    1.66835e-5      120.757 
    1.66941e-5      113.336 
    1.67003e-5      109.263 
    1.67129e-5      101.774 
    1.67255e-5      95.0571 
     1.6738e-5      89.0079 
    1.67506e-5      83.5387 
    1.67632e-5      78.5759 
    1.67757e-5       74.057 
    1.67883e-5      69.9292 
    1.68027e-5      65.6329 
     1.6817e-5      61.7315 
    1.68314e-5      58.1768 
    1.68458e-5       54.928 
    1.68601e-5      51.9501 
    1.68745e-5      49.2132 
    1.68888e-5      46.6914 
    1.69032e-5      44.3624 
    1.69212e-5      41.6928 
    1.69391e-5      39.2614 
    1.69571e-5      37.0402 
     1.6975e-5      35.0053 
     1.6993e-5      33.1364 
    1.70109e-5      31.4155 
    1.70289e-5      29.8272 
    1.70468e-5      28.3582 
    1.70684e-5      26.7363 
    1.70899e-5      25.2514 
    1.71115e-5      23.8884 
     1.7133e-5      22.6342 
    1.71545e-5      21.4772 
    1.71869e-5       19.903 
    1.72192e-5      18.4975 
    1.72479e-5      17.3709 
    1.72766e-5      16.3454 
    1.73053e-5      15.4093 
    1.73341e-5      14.5523 
    1.73628e-5      13.7657 
    1.73915e-5       13.042 
    1.74202e-5      12.3746 
     1.7449e-5      11.7577 
    1.74797e-5      11.1472 
    1.75105e-5      10.5837 
    1.75567e-5      9.81639 
    1.76028e-5      9.13085 
     1.7649e-5      8.51593 
    1.76951e-5      7.96225 
    1.77419e-5       7.4552 
    1.77888e-5      6.99605 
    1.78356e-5      6.57893 
    1.78824e-5      6.19885 
    1.79292e-5      5.85157 
    1.79764e-5      5.53054 
    1.80081e-5      5.33049 
    1.80714e-5      4.96257 
    1.81347e-5      4.63268 
     1.8198e-5      4.33577 
     1.8258e-5      4.08086 
     1.8318e-5      3.84874 
     1.8378e-5      3.63681 
     1.8438e-5      3.44293 
     1.8501e-5       3.2569 
     1.8564e-5      3.08737 
    1.86312e-5      2.92404 
    1.87012e-5       2.7737 
    1.87712e-5      2.64331 
     1.8942e-5      2.35412 
     1.9054e-5      2.15672 
     1.9124e-5      2.04631 
    1.92052e-5      1.93467 
     1.9278e-5      1.84586 
     1.9369e-5      1.74552 
      1.946e-5      1.65457 
     1.9563e-5      1.56119 
    1.96659e-5      1.47664 
    1.97779e-5      1.39355 
     1.9908e-5      1.30795 
    2.00102e-5      1.25027 
    2.00872e-5      1.21562 
    2.01572e-5      1.19281 
    2.02608e-5      1.16367 
     2.0314e-5      1.14083 
    2.03756e-5      1.10445 
    2.04876e-5      1.03099 
    2.05576e-5     0.992769 
    2.06136e-5     0.967067 
     2.0706e-5     0.930458 
    2.08635e-5     0.876541 
     2.0986e-5     0.839125 
     2.1126e-5     0.800095 
    2.12708e-5     0.763324 
    2.14203e-5     0.728659 
    2.16467e-5     0.681675 
    2.18752e-5     0.640012 
    2.21058e-5     0.602911 
    2.23397e-5     0.569599 
    2.25758e-5     0.539775 
    2.28142e-5     0.512934 
    2.30547e-5     0.488707 
    2.32987e-5      0.46671 
    2.35449e-5     0.446792 
    2.38771e-5     0.423059 
    2.42139e-5     0.402133 
    2.45556e-5     0.383649 
     2.4902e-5     0.367308 
    2.52533e-5     0.352859 
    2.56096e-5     0.340097 
    2.59709e-5     0.328851 
    2.63373e-5      0.31898 
    2.67089e-5     0.310367 
    2.72754e-5     0.299621 
    2.78553e-5      0.29124 
    2.84462e-5     0.285114 
     2.9051e-5     0.281139 
    2.96672e-5     0.279336 
      2.989e-5     0.279227 
    3.05255e-5     0.280525 
    3.09562e-5      0.28278 
    3.13929e-5     0.286263 
    3.18358e-5      0.29111 
    3.22849e-5     0.297502 
    3.27404e-5     0.305676 
    3.32023e-5     0.315953 
    3.35528e-5     0.325281 
    3.39066e-5     0.336247 
    3.42654e-5     0.349239 
    3.46275e-5     0.364639 
    3.48701e-5     0.376542 
     3.5112e-5     0.390159 
     3.5245e-5     0.398841 
     3.5378e-5     0.409511 
     3.5441e-5      0.41627 
     3.5504e-5     0.425396 
    3.55572e-5     0.435998 
    3.55992e-5     0.446742 
    3.56552e-5     0.464219 
    3.57392e-5     0.492835 
    3.57812e-5     0.504631 
    3.58204e-5      0.51202 
    3.58526e-5     0.514841 
    3.58666e-5     0.515122 
    3.58988e-5     0.513745 
    3.59408e-5     0.508519 
    3.60528e-5     0.488575 
    3.61046e-5     0.482171 
     3.6162e-5     0.478875 
      3.619e-5     0.478571 
     3.6246e-5     0.479912 
    3.63335e-5     0.485345 
    3.64525e-5     0.495915 
     3.6652e-5     0.517437 
    3.68569e-5     0.543097 
    3.70515e-5     0.570806 
    3.72462e-5     0.602165 
    3.74427e-5     0.638141 
    3.76401e-5     0.679479 
    3.77717e-5     0.710447 
    3.79042e-5     0.744865 
    3.80376e-5     0.783322 
    3.81711e-5     0.826124 
    3.83046e-5     0.873823 
    3.84389e-5     0.927691 
    3.85405e-5     0.972996 
     3.8642e-5      1.02292 
    3.87435e-5      1.07811 
     3.8845e-5      1.13933 
    3.89469e-5      1.20786 
    3.90499e-5      1.28532 
    3.91528e-5      1.37258 
    3.92557e-5      1.47141 
    3.93244e-5       1.5448 
     3.9393e-5      1.62511 
    3.94616e-5      1.71324 
    3.95475e-5      1.83625 
    3.96048e-5      1.92724 
    3.96621e-5      2.02644 
    3.97193e-5      2.13489 
    3.97766e-5      2.25385 
    3.98339e-5      2.38478 
    3.98912e-5      2.52943 
    3.99422e-5      2.67159 
    3.99871e-5      2.80811 
    4.00319e-5      2.95694 
    4.00768e-5      3.11961 
    4.01216e-5      3.29794 
    4.01664e-5      3.49405 
    4.02113e-5      3.71044 
    4.02561e-5      3.95005 
    4.02965e-5      4.18848 
    4.03324e-5      4.42107 
    4.03682e-5      4.67571 
    4.04041e-5      4.95535 
      4.044e-5      5.26346 
    4.04758e-5      5.60417 
    4.05117e-5      5.98239 
    4.05476e-5      6.40401 
    4.05781e-5      6.80179 
    4.06032e-5      7.16047 
    4.06283e-5      7.55089 
    4.06534e-5      7.97705 
    4.06785e-5      8.44364 
    4.07036e-5      8.95619 
    4.07288e-5      9.52123 
    4.07539e-5      10.1466 
    4.07763e-5      10.7635 
     4.0796e-5      11.3588 
    4.08158e-5      12.0098 
    4.08355e-5      12.7244 
    4.08552e-5      13.5118 
    4.08749e-5       14.383 
    4.08947e-5      15.3516 
    4.09144e-5       16.434 
    4.09323e-5      17.5338 
    4.09485e-5      18.6337 
    4.09646e-5      19.8548 
    4.09808e-5       21.217 
    4.09929e-5      22.3452 
     4.1005e-5      23.5778 
    4.10171e-5      24.9281 
    4.10292e-5      26.4114 
    4.10413e-5      28.0455 
    4.10534e-5      29.8504 
     4.1066e-5      31.9269 
    4.10785e-5      34.2403 
    4.10879e-5      36.1504 
    4.10974e-5      38.2272 
    4.11068e-5      40.4873 
    4.11162e-5      42.9486 
    4.11256e-5      45.6305 
